episode,total_reward,epsilon
2081,-32.3000,0.05000
2082,-4.4600,0.05000
2083,-5.9000,0.05000
2084,9.9400,0.05000
2085,-4.4600,0.05000
2086,-5.9000,0.05000
2087,-4.9400,0.05000
2088,-3.9800,0.05000
2089,-5.4200,0.05000
2090,-5.4200,0.05000
2091,-6.3800,0.05000
2092,9.9400,0.05000
2093,-3.9800,0.05000
2094,-4.4600,0.05000
2095,-4.9400,0.05000
2096,9.9800,0.05000
2097,-4.9400,0.05000
2098,-5.9000,0.05000
2099,-4.4600,0.05000
2100,9.2400,0.05000
2101,-10.7000,0.05000
2102,-4.4600,0.05000
2103,-3.9800,0.05000
2104,-5.9000,0.05000
2105,9.9800,0.05000
2106,-5.9000,0.05000
2107,-4.4600,0.05000
2108,-4.4600,0.05000
2109,-4.9400,0.05000
2110,-3.9800,0.05000
2111,-4.4600,0.05000
2112,9.9400,0.05000
2113,9.8800,0.05000
2114,-3.9800,0.05000
2115,-4.9400,0.05000
2116,-4.4600,0.05000
2117,-4.4600,0.05000
2118,-5.4200,0.05000
2119,-4.9400,0.05000
2120,-6.8600,0.05000
2121,-19.8200,0.05000
2122,-5.9000,0.05000
2123,-29.4200,0.05000
2124,-3.9800,0.05000
2125,-4.9400,0.05000
2126,-5.4200,0.05000
2127,-4.9400,0.05000
2128,-4.4600,0.05000
2129,-4.4600,0.05000
2130,-3.9800,0.05000
2131,-5.4200,0.05000
2132,-4.9400,0.05000
2133,-3.9800,0.05000
2134,-4.4600,0.05000
2135,-4.9400,0.05000
2136,-6.3800,0.05000
2137,8.8400,0.05000
2138,9.9800,0.05000
2139,-5.4200,0.05000
2140,-5.4200,0.05000
2141,9.9800,0.05000
2142,-4.4600,0.05000
2143,-4.4600,0.05000
2144,-3.9800,0.05000
2145,-4.9400,0.05000
2146,-4.9400,0.05000
2147,-3.9800,0.05000
2148,-5.4200,0.05000
2149,-4.9400,0.05000
2150,-4.9400,0.05000
2151,-5.4200,0.05000
2152,-4.9400,0.05000
2153,-5.9000,0.05000
2154,-4.4600,0.05000
2155,-4.9400,0.05000
2156,-20.3000,0.05000
2157,-4.9400,0.05000
2158,-5.9000,0.05000
2159,-5.4200,0.05000
2160,-4.9400,0.05000
2161,-7.3400,0.05000
2162,-3.9800,0.05000
2163,-4.4600,0.05000
2164,7.5400,0.05000
2165,9.9400,0.05000
2166,-4.9400,0.05000
2167,-5.9000,0.05000
2168,-5.4200,0.05000
2169,-5.9000,0.05000
2170,-4.9400,0.05000
2171,-3.9800,0.05000
2172,-4.4600,0.05000
2173,-5.4200,0.05000
2174,-4.9400,0.05000
2175,-4.4600,0.05000
2176,-4.4600,0.05000
2177,-5.4200,0.05000
2178,-5.4200,0.05000
2179,-3.9800,0.05000
2180,-18.8600,0.05000
2181,-5.9000,0.05000
2182,-4.4600,0.05000
2183,-5.4200,0.05000
2184,-6.3800,0.05000
2185,9.9800,0.05000
2186,-5.9000,0.05000
2187,-4.9400,0.05000
2188,-5.4200,0.05000
2189,-4.9400,0.05000
2190,-4.9400,0.05000
2191,-14.0600,0.05000
2192,-5.4200,0.05000
2193,-4.9400,0.05000
2194,-3.9800,0.05000
2195,-3.9800,0.05000
2196,-14.0600,0.05000
2197,-4.9400,0.05000
2198,-4.9400,0.05000
2199,-4.9400,0.05000
2200,-5.9000,0.05000
2201,-3.9800,0.05000
2202,9.9800,0.05000
2203,-5.4200,0.05000
2204,-4.9400,0.05000
2205,-5.4200,0.05000
2206,-5.4200,0.05000
2207,-4.9400,0.05000
2208,-4.9400,0.05000
2209,-5.4200,0.05000
2210,9.9800,0.05000
2211,-3.9800,0.05000
2212,9.9800,0.05000
2213,-5.4200,0.05000
2214,-4.4600,0.05000
2215,-5.4200,0.05000
2216,-4.9400,0.05000
2217,-4.9400,0.05000
2218,-4.4600,0.05000
2219,-3.9800,0.05000
2220,9.4400,0.05000
2221,-32.3000,0.05000
2222,-5.9000,0.05000
2223,-4.4600,0.05000
2224,9.9800,0.05000
2225,-3.9800,0.05000
2226,-5.4200,0.05000
2227,-5.9000,0.05000
2228,-7.3400,0.05000
2229,-5.9000,0.05000
2230,-5.9000,0.05000
2231,-4.4600,0.05000
2232,-4.9400,0.05000
2233,-3.9800,0.05000
2234,-4.9400,0.05000
2235,-4.9400,0.05000
2236,-3.9800,0.05000
2237,-4.4600,0.05000
2238,9.9800,0.05000
2239,-4.9400,0.05000
2240,-5.9000,0.05000
2241,-5.4200,0.05000
2242,9.6600,0.05000
2243,-4.9400,0.05000
2244,-18.8600,0.05000
2245,-4.9400,0.05000
2246,-3.9800,0.05000
2247,-4.9400,0.05000
2248,-6.3800,0.05000
2249,-4.9400,0.05000
2250,7.8400,0.05000
2251,-5.4200,0.05000
2252,-3.9800,0.05000
2253,-6.8600,0.05000
2254,-19.3400,0.05000
2255,-5.4200,0.05000
2256,-4.9400,0.05000
2257,-5.9000,0.05000
2258,-4.4600,0.05000
2259,-4.9400,0.05000
2260,-6.8600,0.05000
2261,-3.9800,0.05000
2262,9.7600,0.05000
2263,-5.4200,0.05000
2264,9.9800,0.05000
2265,-5.4200,0.05000
2266,-4.9400,0.05000
2267,-4.4600,0.05000
2268,-5.4200,0.05000
2269,-3.9800,0.05000
2270,-5.4200,0.05000
2271,-4.9400,0.05000
2272,-3.9800,0.05000
2273,9.9400,0.05000
2274,-4.4600,0.05000
2275,-4.4600,0.05000
2276,-4.9400,0.05000
2277,-4.4600,0.05000
2278,9.9800,0.05000
2279,-9.2600,0.05000
2280,-4.4600,0.05000
2281,7.2000,0.05000
2282,-5.4200,0.05000
2283,-4.9400,0.05000
2284,-3.9800,0.05000
2285,9.3800,0.05000
2286,-4.4600,0.05000
2287,-27.0200,0.05000
2288,8.3200,0.05000
2289,-5.4200,0.05000
2290,-5.4200,0.05000
2291,-6.3800,0.05000
2292,-3.9800,0.05000
2293,9.9000,0.05000
2294,-4.9400,0.05000
2295,-4.9400,0.05000
2296,-4.9400,0.05000
2297,9.6400,0.05000
2298,-3.9800,0.05000
2299,-3.9800,0.05000
2300,-5.4200,0.05000
2301,-3.9800,0.05000
2302,-6.3800,0.05000
2303,-39.0200,0.05000
2304,-4.9400,0.05000
2305,-24.6200,0.05000
2306,9.9400,0.05000
2307,9.9400,0.05000
2308,-4.9400,0.05000
2309,-5.9000,0.05000
2310,-12.6200,0.05000
2311,-4.9400,0.05000
2312,7.9200,0.05000
2313,-4.9400,0.05000
2314,-18.5000,0.05000
2315,-4.9400,0.05000
2316,-34.7000,0.05000
2317,9.9800,0.05000
2318,-4.9400,0.05000
2319,-5.9000,0.05000
2320,-4.4600,0.05000
2321,-4.9400,0.05000
2322,9.9400,0.05000
2323,9.9400,0.05000
2324,-4.9400,0.05000
2325,-8.7800,0.05000
2326,-4.4600,0.05000
2327,9.8800,0.05000
2328,-5.4200,0.05000
2329,-7.3400,0.05000
2330,9.9800,0.05000
2331,9.0400,0.05000
2332,-5.4200,0.05000
2333,-5.9000,0.05000
2334,-6.3800,0.05000
2335,9.9400,0.05000
2336,-5.9000,0.05000
2337,-3.9800,0.05000
2338,-5.4200,0.05000
2339,-5.4200,0.05000
2340,-5.4200,0.05000
2341,-4.9400,0.05000
2342,-4.9400,0.05000
2343,-4.9400,0.05000
2344,-4.4600,0.05000
2345,-4.8000,0.05000
2346,9.9800,0.05000
2347,-5.4200,0.05000
2348,-3.9800,0.05000
2349,-4.9400,0.05000
2350,-4.9400,0.05000
2351,-4.4600,0.05000
2352,-3.9800,0.05000
2353,9.1000,0.05000
2354,-4.9400,0.05000
2355,-4.9400,0.05000
2356,-4.4600,0.05000
2357,-4.9400,0.05000
2358,-5.4200,0.05000
2359,7.4600,0.05000
2360,-4.9400,0.05000
2361,-5.4200,0.05000
2362,-5.4200,0.05000
2363,-7.8200,0.05000
2364,-4.9400,0.05000
2365,-6.3800,0.05000
2366,-5.4200,0.05000
2367,-3.9800,0.05000
2368,-5.9000,0.05000
2369,-4.9400,0.05000
2370,-4.4600,0.05000
2371,9.9400,0.05000
2372,9.9400,0.05000
2373,6.5000,0.05000
2374,9.9400,0.05000
2375,-6.3800,0.05000
2376,-4.9400,0.05000
2377,-4.9400,0.05000
2378,-6.8600,0.05000
2379,-4.9400,0.05000
2380,-4.4600,0.05000
2381,-4.4600,0.05000
2382,-5.9000,0.05000
2383,-4.4600,0.05000
2384,-5.9000,0.05000
2385,-4.4600,0.05000
2386,-5.4200,0.05000
2387,-3.9800,0.05000
2388,-5.9000,0.05000
2389,-5.9000,0.05000
2390,-6.3800,0.05000
2391,-4.4600,0.05000
2392,-5.4200,0.05000
2393,-5.4200,0.05000
2394,9.8800,0.05000
2395,-4.9400,0.05000
2396,9.8400,0.05000
2397,-4.4600,0.05000
2398,-4.4600,0.05000
2399,-4.9400,0.05000
2400,8.5000,0.05000
2401,-3.9800,0.05000
2402,-6.3800,0.05000
2403,-5.9000,0.05000
2404,-3.9800,0.05000
2405,-6.3800,0.05000
2406,-4.4600,0.05000
2407,-5.9000,0.05000
2408,-5.9000,0.05000
2409,-31.3400,0.05000
2410,-5.4200,0.05000
2411,-4.4600,0.05000
2412,-4.4600,0.05000
2413,-39.0200,0.05000
2414,-4.4600,0.05000
2415,-4.9400,0.05000
2416,9.4200,0.05000
2417,-4.9400,0.05000
2418,-4.9400,0.05000
2419,-4.9400,0.05000
2420,-3.9800,0.05000
2421,-5.4200,0.05000
2422,-4.9400,0.05000
2423,-4.9400,0.05000
2424,-4.4600,0.05000
2425,-5.9000,0.05000
2426,-4.4600,0.05000
2427,-3.9800,0.05000
2428,-5.9000,0.05000
2429,-25.5800,0.05000
2430,9.9400,0.05000
2431,9.9800,0.05000
2432,-5.4200,0.05000
2433,-4.4600,0.05000
2434,9.9400,0.05000
2435,-30.3800,0.05000
2436,-5.9000,0.05000
2437,-4.9400,0.05000
2438,-4.4600,0.05000
2439,-4.9400,0.05000
2440,-6.3800,0.05000
2441,-3.9800,0.05000
2442,-6.8600,0.05000
2443,-3.9800,0.05000
2444,-6.8600,0.05000
2445,-5.4200,0.05000
2446,-3.9800,0.05000
2447,9.5000,0.05000
2448,-4.4600,0.05000
2449,-4.4600,0.05000
2450,-4.9400,0.05000
2451,9.8800,0.05000
2452,-4.9400,0.05000
2453,-5.4200,0.05000
2454,-4.4600,0.05000
2455,-10.7000,0.05000
2456,-4.9400,0.05000
2457,-4.9400,0.05000
2458,-4.9400,0.05000
2459,-3.9800,0.05000
2460,-4.4600,0.05000
2461,-5.4200,0.05000
2462,-6.8600,0.05000
2463,-4.4600,0.05000
2464,9.9800,0.05000
2465,-5.4200,0.05000
2466,9.8400,0.05000
2467,-6.3800,0.05000
2468,-4.4600,0.05000
2469,-4.4600,0.05000
2470,-4.4600,0.05000
2471,-4.4600,0.05000
2472,9.9400,0.05000
2473,9.8400,0.05000
2474,-4.9400,0.05000
2475,-4.4600,0.05000
2476,9.8800,0.05000
2477,9.9800,0.05000
2478,-4.9400,0.05000
2479,-4.4600,0.05000
2480,-4.9400,0.05000
2481,-4.4600,0.05000
2482,-4.4600,0.05000
2483,-4.4600,0.05000
2484,-4.4600,0.05000
2485,-5.9000,0.05000
2486,-4.9400,0.05000
2487,-4.4600,0.05000
2488,7.2800,0.05000
2489,-3.9800,0.05000
2490,-5.4200,0.05000
2491,-4.4600,0.05000
2492,-3.9800,0.05000
2493,-31.3400,0.05000
2494,-3.9800,0.05000
2495,-6.3800,0.05000
2496,-4.9400,0.05000
2497,-4.4600,0.05000
2498,-4.4600,0.05000
2499,-4.4600,0.05000
2500,-5.4200,0.05000
2501,-4.9400,0.05000
2502,-4.4600,0.05000
2503,-4.4600,0.05000
2504,9.9400,0.05000
2505,-4.9400,0.05000
2506,-8.3000,0.05000
2507,-4.9400,0.05000
2508,9.9400,0.05000
2509,-4.9400,0.05000
2510,-5.4200,0.05000
2511,-10.7000,0.05000
2512,-6.8600,0.05000
2513,-5.9000,0.05000
2514,-6.3800,0.05000
2515,-4.4600,0.05000
2516,-4.4600,0.05000
2517,-6.3800,0.05000
2518,-5.4200,0.05000
2519,-5.4200,0.05000
2520,-4.9400,0.05000
2521,-3.9800,0.05000
2522,-3.9800,0.05000
2523,9.9400,0.05000
2524,-4.4600,0.05000
2525,9.7800,0.05000
2526,-4.4600,0.05000
2527,-5.9000,0.05000
2528,9.8800,0.05000
2529,-5.9000,0.05000
2530,-4.4600,0.05000
2531,9.7000,0.05000
2532,-4.4600,0.05000
2533,-3.9800,0.05000
2534,-4.9400,0.05000
2535,-4.4600,0.05000
2536,9.1800,0.05000
2537,-5.9000,0.05000
2538,-6.3800,0.05000
2539,-5.4200,0.05000
2540,-4.9400,0.05000
2541,-8.7800,0.05000
2542,-4.9400,0.05000
2543,-4.4600,0.05000
2544,-5.4200,0.05000
2545,-14.5400,0.05000
2546,-5.9000,0.05000
2547,-4.4600,0.05000
2548,-4.9400,0.05000
2549,-4.9400,0.05000
2550,9.6400,0.05000
2551,-4.9400,0.05000
2552,-5.9000,0.05000
2553,-3.9800,0.05000
2554,-5.9000,0.05000
2555,-3.9800,0.05000
2556,-3.9800,0.05000
2557,-5.4200,0.05000
2558,-4.4600,0.05000
2559,-3.9800,0.05000
2560,-6.3800,0.05000
2561,-5.4200,0.05000
2562,9.9400,0.05000
2563,-4.4600,0.05000
2564,9.5800,0.05000
2565,9.7400,0.05000
2566,-4.4600,0.05000
2567,-4.4600,0.05000
2568,-5.9000,0.05000
2569,-4.4600,0.05000
2570,-32.3000,0.05000
2571,-3.9800,0.05000
2572,-4.4600,0.05000
2573,-4.4600,0.05000
2574,-5.9000,0.05000
2575,9.9800,0.05000
2576,-5.4200,0.05000
2577,-4.4600,0.05000
2578,-1.9000,0.05000
2579,-4.9400,0.05000
2580,-3.9800,0.05000
2581,-5.4200,0.05000
2582,-3.9800,0.05000
2583,-4.9400,0.05000
2584,9.3400,0.05000
2585,-4.9400,0.05000
2586,9.7800,0.05000
2587,-6.3800,0.05000
2588,-4.4600,0.05000
2589,-6.3800,0.05000
2590,-6.3800,0.05000
2591,-4.9400,0.05000
2592,-3.9800,0.05000
2593,9.8800,0.05000
2594,-4.4600,0.05000
2595,7.3600,0.05000
2596,-4.9400,0.05000
2597,-4.4600,0.05000
2598,-4.4600,0.05000
2599,-4.4600,0.05000
2600,-5.4200,0.05000
2601,-6.8600,0.05000
2602,-25.1000,0.05000
2603,-5.4200,0.05000
2604,-4.9400,0.05000
2605,-4.9400,0.05000
2606,-4.9400,0.05000
2607,7.7800,0.05000
2608,9.2000,0.05000
2609,-3.9800,0.05000
2610,9.9800,0.05000
2611,-4.4600,0.05000
2612,9.9800,0.05000
2613,-4.9400,0.05000
2614,-4.9400,0.05000
2615,-4.9400,0.05000
2616,-33.7400,0.05000
2617,-5.9000,0.05000
2618,9.4000,0.05000
2619,-3.9800,0.05000
2620,-5.9000,0.05000
2621,-13.1000,0.05000
2622,-3.9800,0.05000
2623,-5.9000,0.05000
2624,-4.9400,0.05000
2625,-6.3800,0.05000
2626,-3.9800,0.05000
2627,-5.4200,0.05000
2628,-4.9400,0.05000
2629,-6.3800,0.05000
2630,-3.9800,0.05000
2631,-4.4600,0.05000
2632,-4.9400,0.05000
2633,-5.4200,0.05000
2634,-30.8600,0.05000
2635,-4.4600,0.05000
2636,-5.4200,0.05000
2637,-4.4600,0.05000
2638,-3.9800,0.05000
2639,-4.9400,0.05000
2640,-5.9000,0.05000
2641,-5.9000,0.05000
2642,9.3400,0.05000
2643,9.9800,0.05000
2644,-5.9000,0.05000
2645,-5.9000,0.05000
2646,-4.4600,0.05000
2647,9.2800,0.05000
2648,-4.4600,0.05000
2649,-3.9800,0.05000
2650,-5.4200,0.05000
2651,-4.9400,0.05000
2652,-4.9400,0.05000
2653,-4.9400,0.05000
2654,-5.4200,0.05000
2655,-4.4600,0.05000
2656,9.7800,0.05000
2657,-5.9000,0.05000
2658,-5.4200,0.05000
2659,-4.4600,0.05000
2660,-4.9400,0.05000
2661,9.8400,0.05000
2662,9.4000,0.05000
2663,-4.4600,0.05000
2664,-4.4600,0.05000
2665,-4.9400,0.05000
2666,-5.9000,0.05000
2667,-6.3800,0.05000
2668,-4.4600,0.05000
2669,-6.8600,0.05000
2670,-5.4200,0.05000
2671,-5.4200,0.05000
2672,9.7800,0.05000
2673,-5.4200,0.05000
2674,-7.3400,0.05000
2675,-5.9000,0.05000
2676,-4.4600,0.05000
2677,-4.9400,0.05000
2678,-3.9800,0.05000
2679,-4.4600,0.05000
2680,-4.9400,0.05000
2681,-4.9400,0.05000
2682,-25.5800,0.05000
2683,-4.4600,0.05000
2684,-4.9400,0.05000
2685,-4.4600,0.05000
2686,-4.9400,0.05000
2687,-4.4600,0.05000
2688,-6.3800,0.05000
2689,-20.7800,0.05000
2690,-4.9400,0.05000
2691,-5.4200,0.05000
2692,-3.9800,0.05000
2693,-4.9400,0.05000
2694,-5.4200,0.05000
2695,-4.4600,0.05000
2696,-4.4600,0.05000
2697,-32.3000,0.05000
2698,-4.9400,0.05000
2699,-5.4200,0.05000
2700,-4.9400,0.05000
2701,-4.4600,0.05000
2702,-4.4600,0.05000
2703,-5.9000,0.05000
2704,-4.9400,0.05000
2705,-5.9000,0.05000
2706,-5.4200,0.05000
2707,-4.9400,0.05000
2708,-5.4200,0.05000
2709,-4.9400,0.05000
2710,-4.9400,0.05000
2711,-25.5800,0.05000
2712,-5.4200,0.05000
2713,-5.4200,0.05000
2714,-20.3000,0.05000
2715,-19.8200,0.05000
2716,-5.9000,0.05000
2717,-6.3800,0.05000
2718,-4.4600,0.05000
2719,-3.9800,0.05000
2720,-3.9800,0.05000
2721,9.9800,0.05000
2722,-4.9400,0.05000
2723,-4.9400,0.05000
2724,9.9400,0.05000
2725,9.9800,0.05000
2726,-3.9800,0.05000
2727,-3.9800,0.05000
2728,9.8800,0.05000
2729,-4.4600,0.05000
2730,-4.4600,0.05000
2731,9.8800,0.05000
2732,-6.3800,0.05000
2733,-4.4600,0.05000
2734,-15.9800,0.05000
2735,-4.9400,0.05000
2736,-4.9400,0.05000
2737,9.9800,0.05000
2738,-5.4200,0.05000
2739,7.7400,0.05000
2740,-4.9400,0.05000
2741,-4.9400,0.05000
2742,7.1000,0.05000
2743,-5.4200,0.05000
2744,-3.9800,0.05000
2745,8.6000,0.05000
2746,9.6600,0.05000
2747,-3.9800,0.05000
2748,-4.4600,0.05000
2749,-4.9400,0.05000
2750,-3.9800,0.05000
2751,-3.9800,0.05000
2752,9.2000,0.05000
2753,-3.9800,0.05000
2754,7.5600,0.05000
2755,9.9800,0.05000
2756,9.8800,0.05000
2757,8.7800,0.05000
2758,-5.9000,0.05000
2759,-4.9400,0.05000
2760,-5.9000,0.05000
2761,-5.4200,0.05000
2762,-5.9000,0.05000
2763,-5.4200,0.05000
2764,-7.3400,0.05000
2765,-5.4200,0.05000
2766,-5.4200,0.05000
2767,-5.4200,0.05000
2768,-5.4200,0.05000
2769,-5.9000,0.05000
2770,-32.7800,0.05000
2771,-4.4600,0.05000
2772,-5.4200,0.05000
2773,8.0800,0.05000
2774,-3.9800,0.05000
2775,9.9800,0.05000
2776,-5.9000,0.05000
2777,9.7600,0.05000
2778,-3.9800,0.05000
2779,-3.9800,0.05000
2780,-4.9400,0.05000
2781,-4.9400,0.05000
2782,-6.3800,0.05000
2783,-4.9400,0.05000
2784,-5.9000,0.05000
2785,-3.9800,0.05000
2786,9.7000,0.05000
2787,-5.4200,0.05000
2788,-4.4600,0.05000
2789,-5.9000,0.05000
2790,-3.9800,0.05000
2791,7.2000,0.05000
2792,-3.9800,0.05000
2793,9.1600,0.05000
2794,-3.9800,0.05000
2795,-5.4200,0.05000
2796,-4.9400,0.05000
2797,-4.4600,0.05000
2798,-5.9000,0.05000
2799,-4.4600,0.05000
2800,-3.9800,0.05000
2801,-4.9400,0.05000
2802,-4.9400,0.05000
2803,-4.4600,0.05000
2804,-4.9400,0.05000
2805,-4.9400,0.05000
2806,-3.9800,0.05000
2807,-4.9400,0.05000
2808,-3.9800,0.05000
2809,-5.4200,0.05000
2810,-35.1800,0.05000
2811,9.8800,0.05000
2812,-8.7800,0.05000
2813,-21.7400,0.05000
2814,-4.4600,0.05000
2815,-4.4600,0.05000
2816,9.8800,0.05000
2817,-4.4600,0.05000
2818,-14.5400,0.05000
2819,-4.4600,0.05000
2820,-5.4200,0.05000
2821,-5.4200,0.05000
2822,-4.4600,0.05000
2823,-5.4200,0.05000
2824,-5.4200,0.05000
2825,-3.9800,0.05000
2826,9.9400,0.05000
2827,-5.4200,0.05000
2828,-4.9400,0.05000
2829,-3.9800,0.05000
2830,-5.9000,0.05000
2831,-4.4600,0.05000
2832,-7.3400,0.05000
2833,-5.9000,0.05000
2834,-14.0600,0.05000
2835,-12.6200,0.05000
2836,9.7600,0.05000
2837,-27.9800,0.05000
2838,-3.9800,0.05000
2839,-38.0600,0.05000
2840,-4.4600,0.05000
2841,-4.9400,0.05000
2842,-6.3800,0.05000
2843,-3.9800,0.05000
2844,-4.4600,0.05000
2845,9.9400,0.05000
2846,-3.9800,0.05000
2847,-16.4600,0.05000
2848,-4.9400,0.05000
2849,9.9400,0.05000
2850,-3.9800,0.05000
2851,-44.7800,0.05000
2852,-40.4600,0.05000
2853,9.9400,0.05000
2854,9.3000,0.05000
2855,9.4400,0.05000
2856,-5.9000,0.05000
2857,-9.0800,0.05000
2858,-4.9400,0.05000
2859,-3.0800,0.05000
2860,9.3000,0.05000
2861,9.9800,0.05000
2862,-5.9000,0.05000
2863,-5.4200,0.05000
2864,-4.4600,0.05000
2865,-5.4200,0.05000
2866,-4.9400,0.05000
2867,9.9400,0.05000
2868,-3.9800,0.05000
2869,9.4000,0.05000
2870,-4.4600,0.05000
2871,-3.9800,0.05000
2872,-3.9800,0.05000
2873,9.8400,0.05000
2874,9.9800,0.05000
2875,9.9800,0.05000
2876,-6.8600,0.05000
2877,8.9400,0.05000
2878,-3.9800,0.05000
2879,-4.4600,0.05000
2880,9.9800,0.05000
2881,-5.9000,0.05000
2882,9.9400,0.05000
2883,-15.9800,0.05000
2884,-5.4200,0.05000
2885,-5.4200,0.05000
2886,-4.4600,0.05000
2887,-4.9400,0.05000
2888,-4.9400,0.05000
2889,-5.9000,0.05000
2890,-3.9800,0.05000
2891,-8.7800,0.05000
2892,-4.4600,0.05000
2893,-7.3400,0.05000
2894,-5.4200,0.05000
2895,-3.9800,0.05000
2896,-4.9400,0.05000
2897,-3.9800,0.05000
2898,-4.4600,0.05000
2899,-4.9400,0.05000
2900,-4.9400,0.05000
2901,9.0600,0.05000
2902,-6.3800,0.05000
2903,-18.3800,0.05000
2904,-3.9800,0.05000
2905,9.3800,0.05000
2906,-4.9400,0.05000
2907,-4.4600,0.05000
2908,-4.9400,0.05000
2909,-3.9800,0.05000
2910,-5.4200,0.05000
2911,-5.9000,0.05000
2912,-4.9400,0.05000
2913,-4.9400,0.05000
2914,9.9400,0.05000
2915,9.8400,0.05000
2916,-5.9000,0.05000
2917,-22.7000,0.05000
2918,-4.4600,0.05000
2919,-3.9800,0.05000
2920,-4.9400,0.05000
2921,-5.4200,0.05000
2922,-6.3800,0.05000
2923,-4.4600,0.05000
2924,-10.2200,0.05000
2925,-4.9400,0.05000
2926,-4.9400,0.05000
2927,-5.4200,0.05000
2928,-4.9400,0.05000
2929,-4.4600,0.05000
2930,-4.4600,0.05000
2931,-32.7800,0.05000
2932,-4.4600,0.05000
2933,-28.4600,0.05000
2934,-5.4200,0.05000
2935,-5.9000,0.05000
2936,-4.4600,0.05000
2937,-4.9400,0.05000
2938,-5.4200,0.05000
2939,-5.4200,0.05000
2940,-4.4600,0.05000
2941,-4.9400,0.05000
2942,-3.9800,0.05000
2943,-4.4600,0.05000
2944,-4.9400,0.05000
2945,-3.9800,0.05000
2946,7.6200,0.05000
2947,9.2000,0.05000
2948,9.9400,0.05000
2949,-4.9400,0.05000
2950,-4.9400,0.05000
2951,-9.4200,0.05000
2952,-3.9800,0.05000
2953,-4.4600,0.05000
2954,-4.9400,0.05000
2955,7.9400,0.05000
2956,9.9400,0.05000
2957,9.9800,0.05000
2958,7.7000,0.05000
2959,-3.9800,0.05000
2960,-4.9400,0.05000
2961,-5.4200,0.05000
2962,9.4400,0.05000
2963,-36.6200,0.05000
2964,-43.8200,0.05000
2965,-4.9400,0.05000
2966,-11.1800,0.05000
2967,-4.4600,0.05000
2968,-3.9800,0.05000
2969,-4.9400,0.05000
2970,0.4400,0.05000
2971,-4.9400,0.05000
2972,-4.9400,0.05000
2973,9.9400,0.05000
2974,-4.9400,0.05000
2975,-4.9400,0.05000
2976,-26.0600,0.05000
2977,7.1200,0.05000
2978,-5.9000,0.05000
2979,-12.1400,0.05000
2980,8.8400,0.05000
2981,-6.3800,0.05000
2982,-3.9800,0.05000
2983,-3.9800,0.05000
2984,-3.9800,0.05000
2985,-5.4200,0.05000
2986,-26.0600,0.05000
2987,-6.3800,0.05000
2988,-22.7000,0.05000
2989,-36.1400,0.05000
2990,-4.9400,0.05000
2991,-4.9400,0.05000
2992,2.2000,0.05000
2993,9.9400,0.05000
2994,-3.9800,0.05000
2995,-5.4200,0.05000
2996,-5.9000,0.05000
2997,-3.9800,0.05000
2998,-6.3800,0.05000
2999,-5.9000,0.05000
